work_A,work_B,jaccardSimilarity
36905,5326,0.13158260386272058
36905,5653,0.13093196112064037
36905,7875,0.1088067766905214
36905,9260,0.059392049883086516
36905,24249,0.18738113882984675
36905,3498,0.1604951333051206
36905,39792,0.013957965666613188
36905,45600,0.16127091106029606
36905,5607,0.16815900816687987
36905,6079,0.16151115618661258
36905,17622,0.1884215615180082
36905,2499,0.19621126583866516
36905,41051,0.2092500244450963
36905,41818,0.20880159647095894
36905,41907,0.22193763919821827
36905,42311,0.1758646998982706
36905,42338,0.20815575358388222
36905,46135,0.10376803061524875
36905,47818,0.21079009433962265
36905,49908,0.20544255595801988
36905,55321,0.21144600591715976
36905,60437,0.21574954216447195
36905,61266,0.22570194384449244
36905,64449,0.20637979019481908
36905,64466,0.21477516059957175
36905,64513,0.20201526120133045
36905,64522,0.20013955111059425
36905,64525,0.18836989856098135
36905,75802,0.21197252208047104
36905,79173,0.20872033023735811
36905,22492,0.1697081587729887
36905,22659,0.060315496442932263
36905,22761,0.08381300014039028
36905,24746,0.17338066946819303
36905,28280,0.17011345684331466
36905,38638,0.16679602060255416
36905,16304,0.15047242984064307
36905,21593,0.09926695174098961
36905,21989,0.17502315121047757
36905,22367,0.17850085627717033
36905,23532,0.12251851851851851
36905,25791,0.14532125916343253
36905,30570,0.012100677637947725
36905,30655,0.09092298288508557
36905,30753,0.03166268894192522
36905,38395,0.114597142436294
36905,69327,0.22341534612176814
36905,30821,0.07652040030792917
36905,36076,0.157239100038134
36905,38295,0.14100620261888352
36905,38754,0.09557283876757404
36905,38755,0.06496093151524437
36905,41197,0.16433154379992143
36905,46873,0.13835511145272866
36905,49543,0.1733289285321
36905,55925,0.1822813472969148
36905,56182,0.18362989323843418
36905,6342,0.1737557445976337
36905,6343,0.17240717643672648
36905,10055,0.16314553990610328
36905,6820,0.02158273381294964
36905,6822,0.12199552822806037
36905,6831,0.09989701338825953
36905,6889,0.1425273203016777
36905,9108,0.1669421487603306
36905,9110,0.12505484861781482
36905,9157,0.17211271332186798
36905,9158,0.11944202266782912
